2.017314233495931E7	4.957085682661249E-8	0
1.1960742473321607E7	8.360684285475198E-8	10
3611654.419755551	2.7688134214854954E-7	15
1311041.5418569716	7.627517552432675E-7	20
1311041.5418569716	7.627517552432675E-7	20
1311041.5418569716	7.627517552432675E-7	20
1115854.2597741287	8.961735773888989E-7	6
476114.47808666213	2.100330793736516E-6	8
476114.47808666213	2.100330793736516E-6	8
475957.65828604915	2.101022814882809E-6	8
410753.5541266832	2.434543914251001E-6	8
401420.00086026586	2.4911501836150787E-6	9
401133.0942762837	2.4929319503598306E-6	10
347598.0200528094	2.8768780759165368E-6	19
340913.2747624173	2.9332887298336177E-6	19
306659.4648757272	3.260935511870582E-6	13
306565.78038811253	3.2619320290802654E-6	13
302396.4170861271	3.3069065524299295E-6	13
295709.98392547015	3.3816802701249547E-6	12
232953.72071858845	4.29267969721897E-6	14
206110.2914864167	4.8517477756229705E-6	13
222128.282362552	4.5018828196087775E-6	14
207465.69338781293	4.820050793072226E-6	15
201012.98355728382	4.974778283099024E-6	22
194099.10334769587	5.151980770503134E-6	17
185518.66549044862	5.3902641391485504E-6	19
185159.207182805	5.400728456804544E-6	14
174604.080652339	5.727210206392147E-6	20
174604.080652339	5.727210206392147E-6	20
171399.8019644393	5.834278419580971E-6	22
171399.8019644393	5.834278419580971E-6	22
171399.8019644393	5.834278419580971E-6	22
171206.01063764872	5.840882311276675E-6	22
169755.6153872072	5.89078662836818E-6	22
147425.869887818	6.783024022425038E-6	22
146818.8348957092	6.811068822617405E-6	25
141901.9809584149	7.0470683085442225E-6	25
128520.1937102178	7.780817864598601E-6	24
126074.61655420453	7.93174784570705E-6	25
122791.45439369604	8.143822883398105E-6	27
118627.29560254552	8.429692047084777E-6	26
118422.6300511835	8.444260656152774E-6	32
118076.35515795129	8.469024383738158E-6	32
111081.49152470914	9.00231878376225E-6	45
110263.24806198693	9.069122744462312E-6	23
105205.98034510632	9.505072731103386E-6	45
104991.45319395553	9.524494090567363E-6	46
100521.22022427153	9.94804927476667E-6	45
97432.6940664573	1.0263389986198437E-5	48
97432.6940664573	1.0263389986198437E-5	48
94305.35996746595	1.0603738712266941E-5	40
94305.35996746595	1.0603738712266941E-5	40
