Standardized	Adjusted	Hits
238.51455207681641	0.004175111663692496	0
236.04754597360315	0.004218562971798733	0
108.63436911426729	0.0091212272946793	2
94.01030764348738	0.010525173792220075	4
91.82344482356103	0.010773140362338434	5
91.82344482356103	0.010773140362338434	5
85.36683905228432	0.011578517993400511	7
86.51213777372797	0.011426986306580778	7
65.52892244725452	0.015031056617410577	11
74.46146681515157	0.013251796475803655	8
61.19439192434379	0.01607862009835947	7
61.19439192434379	0.01607862009835947	7
61.19439192434379	0.01607862009835947	7
57.898419567434125	0.016978384264709812	12
57.898419567434125	0.016978384264709812	12
53.501231638579306	0.01834820920436115	15
53.057096623078436	0.01849895873936139	13
48.791636180151116	0.02008369430524235	13
47.99302520117138	0.020411068634644976	14
48.257715546368416	0.02030138809540724	11
45.72812304643476	0.021400388776717568	15
45.72812304643476	0.021400388776717568	15
46.842569073916124	0.02090188757328256	12
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
39.50794681218029	0.02468651409652071	14
39.50794681218029	0.02468651409652071	14
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
41.99595440828329	0.0232580021483916	16
43.910907605739695	0.02226630574422411	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
44.4855172485057	0.021985019858883813	13
43.85432146597444	0.02229439588688415	15
43.85432146597444	0.02229439588688415	15
43.85432146597444	0.02229439588688415	15
43.85432146597444	0.02229439588688415	15
43.85432146597444	0.02229439588688415	15
43.85432146597444	0.02229439588688415	15
43.85432146597444	0.02229439588688415	15
44.552991747036195	0.021952454968340532	13
44.947983598169884	0.021763740684364444	15
44.947983598169884	0.021763740684364444	15
44.947983598169884	0.021763740684364444	15
39.50794681218029	0.02468651409652071	14
