Standardized	Adjusted	Hits
265.200301112058	0.003756569755265026	0
146.5915672724923	0.00677545484799779	0
147.8649193278259	0.006717499357910038	4
114.19169813910743	0.008681181162833307	4
123.8744277451832	0.008008044705843091	4
104.21981297093521	0.009503913490857746	5
104.21981297093521	0.009503913490857746	5
101.01025857526068	0.009802935645557887	6
100.93339143562534	0.009810327959425706	6
100.99068621099804	0.009804816862700608	6
101.43288228161815	0.009762490107919698	6
100.88592254030652	0.009814898614716823	5
93.68612721569554	0.01056120922257169	7
92.02349483704839	0.010749972377964571	3
92.02133256417864	0.01075022226014732	5
82.7481774605001	0.011940558353901502	7
73.06224398453192	0.013502156378206046	6
75.07467119859668	0.013144979587088202	9
63.65712597724301	0.015466199353679348	6
72.29083328011629	0.0136442711215742	7
61.8584171037612	0.015908768404862744	9
58.111728432814644	0.016917116560659914	12
52.34162726125822	0.018747084619338102	14
52.34162726125822	0.018747084619338102	14
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
36.514558683873474	0.026656317842541324	14
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
45.55043455349152	0.02148207658192516	15
45.55043455349152	0.02148207658192516	15
45.55043455349152	0.02148207658192516	15
45.55043455349152	0.02148207658192516	15
42.318068285219674	0.023085055257212488	15
42.318068285219674	0.023085055257212488	15
42.318068285219674	0.023085055257212488	15
42.318068285219674	0.023085055257212488	15
42.318068285219674	0.023085055257212488	15
44.106591194352355	0.022169708983134303	14
44.106591194352355	0.022169708983134303	14
44.810388498684944	0.02182910978868268	17
47.43110858943783	0.02064788581399697	11
47.43110858943783	0.02064788581399697	11
45.79995260668235	0.021367543005956263	13
45.79995260668235	0.021367543005956263	13
45.79995260668235	0.021367543005956263	13
45.79995260668235	0.021367543005956263	13
36.514558683873474	0.026656317842541324	14
