Standardized	Adjusted	Hits
162.2741844683884	0.0061246669414147985	3
153.11596645412763	0.006488620374694587	2
114.68730128780862	0.00864399107653298	4
103.54281386512184	0.009565459002186142	7
111.87636272213425	0.008859250740225236	6
107.64456255794059	0.009204326258543274	3
99.37115495150437	0.009963021751450037	8
99.37115495150437	0.009963021751450037	8
101.34659650435616	0.009770720611676005	5
100.49254004776857	0.009852940911020052	5
103.27347012556532	0.009590167075055693	8
88.02524065121949	0.01123276941106816	8
89.5353830262053	0.011045405305355055	8
97.31960809144996	0.010170911168297889	6
95.19001541582304	0.010396089403635778	6
86.02879747521344	0.011490449472024575	8
90.27224881342357	0.010956232732297138	5
80.31922766721232	0.01229721467710394	6
82.41751000574473	0.01198789079092786	9
82.41751000574473	0.01198789079092786	9
82.17996609034942	0.01202212560310265	7
74.9990236306595	0.013158063778027017	6
74.9990236306595	0.013158063778027017	6
61.96865155948581	0.01588091812725751	10
61.96865155948581	0.01588091812725751	10
67.06163954617215	0.014692564073799791	6
63.230483550392194	0.015568931521672998	10
60.61225818199455	0.016230536414460428	9
55.16229841022165	0.01780553909485296	11
57.10421291947364	0.017210456002319408	11
56.59224361240675	0.017363449264625908	12
47.901099803016606	0.020449437825083683	15
47.901099803016606	0.020449437825083683	15
47.901099803016606	0.020449437825083683	15
47.901099803016606	0.020449437825083683	15
44.68059361579627	0.021891134086624516	12
44.68059361579627	0.021891134086624516	12
47.901099803016606	0.020449437825083683	15
47.901099803016606	0.020449437825083683	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
44.32429274362947	0.022063223482743796	12
44.32429274362947	0.022063223482743796	12
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
45.93754517044638	0.021304906261472686	15
44.32429274362947	0.022063223482743796	12
