Standardized	Adjusted	Hits
469.4750869347305	0.0021255110584393836	0
150.27122203705946	0.006610642702119595	3
104.38547053781286	0.009488974095733575	5
95.69281585211353	0.010342029975933748	8
95.69281585211353	0.010342029975933748	8
95.69281585211353	0.010342029975933748	8
95.70978463499894	0.010340215354363465	4
95.70978463499894	0.010340215354363465	4
100.13971038954364	0.009887313263489286	4
82.87509516123623	0.011922490198999627	6
81.99732168234107	0.012048581565406889	7
81.99732168234107	0.012048581565406889	7
79.32187057790597	0.012449909256409533	6
77.33236259295879	0.012766115650007076	7
66.14044316829813	0.014894152507950266	8
70.74521806151024	0.013938211173079957	9
67.01217606987383	0.014703249591258889	8
64.81606724010341	0.015193858307454058	8
58.83763236722778	0.01671189117014071	10
53.329072204779536	0.018406351506073136	11
53.329072204779536	0.018406351506073136	11
52.50316595869141	0.01869048274212553	14
55.39641696305556	0.01773162292659629	10
50.128141043006494	0.01955870054338273	9
44.510701541339714	0.02197285399109149	11
33.95944545987612	0.02860457272263447	16
34.65825921383155	0.02804399379126472	14
34.65825921383155	0.02804399379126472	14
32.063907649760644	0.030244459021383674	19
32.063907649760644	0.030244459021383674	19
32.063907649760644	0.030244459021383674	19
32.063907649760644	0.030244459021383674	19
32.063907649760644	0.030244459021383674	19
30.230693869029114	0.03201978169917259	20
30.230693869029114	0.03201978169917259	20
26.894588640804116	0.035849247066407824	20
31.789054568253402	0.03049798212139386	17
32.03304029343032	0.030272720619024647	21
32.03304029343032	0.030272720619024647	21
32.03304029343032	0.030272720619024647	21
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.868057263541452	0.030424676213194977	17
31.377879451805466	0.030885283932460796	19
26.894588640804116	0.035849247066407824	20
