Standardized	Adjusted	Hits
170.06828148950365	0.0058456190200364974	3
165.0            	0.006024096385542169	3
132.6017898930587	0.007484929661499656	4
104.02178269984651	0.00952183417851525	5
104.02178269984651	0.00952183417851525	5
101.35139578150833	0.0097702624606578	5
109.05041339134638	0.009086744603529434	9
101.47910309472226	0.009758086964087614	8
95.47841764580963	0.010365012449428716	2
94.17925789539018	0.010506490827014875	5
86.29548475920764	0.011455346204426951	7
86.29548475920764	0.011455346204426951	7
82.94635112135632	0.011912370063046084	10
77.03068849391319	0.01281547067315708	7
77.03068849391319	0.01281547067315708	7
77.03068849391319	0.01281547067315708	7
77.03068849391319	0.01281547067315708	7
72.54278115868854	0.013597527646421586	8
76.08255529935164	0.012973103915879282	10
68.51055615430042	0.014386304114445398	11
68.51055615430042	0.014386304114445398	11
68.51055615430042	0.014386304114445398	11
68.51055615430042	0.014386304114445398	11
69.0149577722506	0.014282662331281665	8
67.48971866944323	0.014600731605080328	8
63.982959724057174	0.015388649643635618	10
63.982959724057174	0.015388649643635618	10
63.982959724057174	0.015388649643635618	10
61.7699851979271	0.015931181070806176	10
61.7699851979271	0.015931181070806176	10
51.837983424746696	0.018925779054838977	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
46.661127225849654	0.020981459277313035	12
41.69048751345329	0.023424422119444396	15
41.69048751345329	0.023424422119444396	15
41.69048751345329	0.023424422119444396	15
41.69048751345329	0.023424422119444396	15
